Data Year	County Number	County Name	District Number	District Type	District Name	School Number	School Name	ECSU Number	Economic Development Region	School Classification	Grade	Total Enrollment	Filter Groups	Total Female Count	Total Female Percent	Total Male Count	Total Male Percent	Total American Indian or Alaska Native Count	Total American Indian or Alaska Native Percent	American Indian or Alaska Native Female Count	American Indian or Alaska Native Male Count	Total Asian Count	Total Asian Percent	Asian Female Count	Asian Male Count	Total Native Hawaiian or Pacific Islander Count	Total Native Hawaiian or Pacific Islander Percent	Native Hawaiian or Pacific Islander Female Count	Native Hawaiian or Pacific Islander Male Count	Total Hispanic or Latino Count	Total Hispanic or Latino Percent	Hispanic or Latino Female Count	Hispanic or Latino Male Count	Total Black or African American Count	Total Black or African American Percent	Black or African American Female Count	Black or African American Male Count	Total White Count	Total White Percent	White Female Count	White Male Count	Total Two or More Races Count	Total Two or More Races Percent	Two or More Races Female Count	Two or More Races Male Count	Total Students of Color or American Indian Count	Total Students of Color or American Indian Percent	Total Students Eligible for Free or Reduced Priced Meals Count	Total Students Eligible for Free or Reduced Priced Meals Percent	Total Students Receiving Special Education Services Count	Total Students Receiving Special Education Services Percent	Total English Learner Identified Count	Total English Learner Identified Percent	Total Students Experiencing Homelessness Count	Total Students Experiencing Homelessness Percent	Additional Suppression Free or Reduced Priced Meals Applied	Additional Suppression Special Education Applied	Additional Suppression English Learner Identified Applied	Additional Suppression Homeless Applied
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	10	La Crescent Montessori & STEM Academy	10	10	10	All Grades	52	N	26	50.00%	26	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	7.69%	1	3	48	92.31%	25	23	0	0.00%	0	0	4	7.69%	5	9.62%	14	26.92%	0	0.00%	0	0.00%	N	N	N	N
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	7	10	N	6	60.00%	4	40.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	10	100.00%	6	4	0	0.00%	0	0	0	0.00%	0	0.00%	1	10.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	8	8	Y	2	25.00%	6	75.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	8	100.00%	2	6	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	9	9	Y	4	44.44%	5	55.56%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	11.11%	1	0	8	88.89%	3	5	0	0.00%	0	0	1	11.11%									Y	Y	Y	Y
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	10	3	Y	2	66.67%	1	33.33%	0	0.00%	0	0	1	33.33%	1	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	66.67%	1	1	0	0.00%	0	0	1	33.33%									Y	Y	Y	Y
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	11	3	Y	0	0.00%	3	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	100.00%	0	3	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	12	4	Y	3	75.00%	1	25.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	100.00%	3	1	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	28	Houston	4054	7	La Crescent Montessori & STEM School	20	La Crescent Secondary Montessori & STEM Academy	10	10	33	All Grades	37	N	17	45.95%	20	54.05%	0	0.00%	0	0	1	2.70%	1	0	0	0.00%	0	0	0	0.00%	0	0	1	2.70%	1	0	35	94.59%	15	20	0	0.00%	0	0	2	5.41%	3	8.11%	9	24.32%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	KG	23	N	10	43.48%	13	56.52%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	4.35%	0	1	1	4.35%	1	0	20	86.96%	9	11	1	4.35%	0	1	3	13.04%	4	17.39%	2	8.70%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	1	18	N	8	44.44%	10	55.56%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	5.56%	1	0	17	94.44%	7	10	0	0.00%	0	0	1	5.56%	2	11.11%	1	5.56%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	2	22	N	12	54.55%	10	45.45%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	4.55%	1	0	0	0.00%	0	0	21	95.45%	11	10	0	0.00%	0	0	1	4.55%	4	18.18%	5	22.73%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	3	21	N	7	33.33%	14	66.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	18	85.71%	7	11	3	14.29%	0	3	3	14.29%	5	23.81%	4	19.05%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	4	22	N	12	54.55%	10	45.45%	0	0.00%	0	0	1	4.55%	1	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	21	95.45%	11	10	0	0.00%	0	0	1	4.55%	3	13.64%	6	27.27%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	5	18	N	10	55.56%	8	44.44%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	5.56%	1	0	0	0.00%	0	0	17	94.44%	9	8	0	0.00%	0	0	1	5.56%	2	11.11%	2	11.11%	0	0.00%	0	0.00%	N	N	N	N
20-21	66	Rice	4055	7	Nerstrand Charter School	10	Nerstrand Charter School	10	10	10	All Grades	124	N	59	47.58%	65	52.42%	0	0.00%	0	0	1	0.81%	1	0	0	0.00%	0	0	3	2.42%	2	1	2	1.61%	2	0	114	91.94%	54	60	4	3.23%	0	4	10	8.06%	20	16.13%	20	16.13%	0	0.00%	0	0.00%	N	N	N	N
20-21	55	Olmsted	4056	7	Rosa Parks Charter High School	10	Rosa Parks Charter High School	10	10	32	9	4	Y	0	0.00%	4	100.00%	1	25.00%	0	1	1	25.00%	0	1	0	0.00%	0	0	0	0.00%	0	0	1	25.00%	0	1	1	25.00%	0	1	0	0.00%	0	0	3	75.00%									Y	Y	Y	Y
20-21	55	Olmsted	4056	7	Rosa Parks Charter High School	10	Rosa Parks Charter High School	10	10	32	10	16	N	10	62.50%	6	37.50%	1	6.25%	1	0	1	6.25%	1	0	0	0.00%	0	0	4	25.00%	3	1	2	12.50%	1	1	5	31.25%	3	2	3	18.75%	1	2	11	68.75%	13	81.25%							N	Y	Y	Y
20-21	55	Olmsted	4056	7	Rosa Parks Charter High School	10	Rosa Parks Charter High School	10	10	32	11	19	N	10	52.63%	9	47.37%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	5	26.32%	4	1	1	5.26%	1	0	11	57.89%	4	7	2	10.53%	1	1	8	42.11%			8	42.11%	0	0.00%	1	5.26%	Y	N	N	N
20-21	55	Olmsted	4056	7	Rosa Parks Charter High School	10	Rosa Parks Charter High School	10	10	32	12	31	N	15	48.39%	16	51.61%	0	0.00%	0	0	1	3.23%	0	1	0	0.00%	0	0	4	12.90%	3	1	3	9.68%	2	1	22	70.97%	9	13	1	3.23%	1	0	9	29.03%	18	58.06%	14	45.16%	2	6.45%	1	3.23%	N	N	N	N
20-21	55	Olmsted	4056	7	Rosa Parks Charter High School	10	Rosa Parks Charter High School	10	10	32	All Grades	70	N	35	50.00%	35	50.00%	2	2.86%	1	1	3	4.29%	1	2	0	0.00%	0	0	13	18.57%	10	3	7	10.00%	4	3	39	55.71%	16	23	6	8.57%	3	3	31	44.29%	45	64.29%	32	45.71%	3	4.29%	4	5.71%	N	N	N	N
20-21	27	Hennepin	4057	7	El Colegio Charter School	10	El Colegio Charter School	11	11	32	9	25	N	13	52.00%	12	48.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	25	100.00%	13	12	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	25	100.00%	21	84.00%	9	36.00%	15	60.00%	1	4.00%	N	N	N	N
20-21	27	Hennepin	4057	7	El Colegio Charter School	10	El Colegio Charter School	11	11	32	10	16	N	8	50.00%	8	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	16	100.00%	8	8	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	16	100.00%	13	81.25%	0	0.00%	12	75.00%	1	6.25%	N	N	N	N
20-21	27	Hennepin	4057	7	El Colegio Charter School	10	El Colegio Charter School	11	11	32	11	22	N	14	63.64%	8	36.36%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	22	100.00%	14	8	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	22	100.00%		>=90%	4	18.18%	18	81.82%	1	4.55%	Y	N	N	N
20-21	27	Hennepin	4057	7	El Colegio Charter School	10	El Colegio Charter School	11	11	32	12	23	N	13	56.52%	10	43.48%	1	4.35%	1	0	0	0.00%	0	0	0	0.00%	0	0	22	95.65%	12	10	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	23	100.00%		>=90%	4	17.39%	15	65.22%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	4057	7	El Colegio Charter School	10	El Colegio Charter School	11	11	32	All Grades	86	N	48	55.81%	38	44.19%	1	1.16%	1	0	0	0.00%	0	0	0	0.00%	0	0	85	98.84%	47	38	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	86	100.00%	75	87.21%	17	19.77%	60	69.77%	3	3.49%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	KG	19	N	8	42.11%	11	57.89%	2	10.53%	0	2	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	17	89.47%	8	9	0	0.00%	0	0	2	10.53%	6	31.58%	1	5.26%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	1	19	N	9	47.37%	10	52.63%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	15.79%	2	1	0	0.00%	0	0	16	84.21%	7	9	0	0.00%	0	0	3	15.79%	7	36.84%	3	15.79%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	2	35	N	17	48.57%	18	51.43%	4	11.43%	1	3	0	0.00%	0	0	0	0.00%	0	0	1	2.86%	1	0	0	0.00%	0	0	28	80.00%	15	13	2	5.71%	0	2	7	20.00%	13	37.14%	9	25.71%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	3	23	N	10	43.48%	13	56.52%	2	8.70%	1	1	0	0.00%	0	0	0	0.00%	0	0	1	4.35%	1	0	0	0.00%	0	0	18	78.26%	6	12	2	8.70%	2	0	5	21.74%	6	26.09%	4	17.39%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	4	22	N	14	63.64%	8	36.36%	4	18.18%	4	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	15	68.18%	9	6	3	13.64%	1	2	7	31.82%	10	45.45%	6	27.27%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	5	22	N	9	40.91%	13	59.09%	2	9.09%	1	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	18	81.82%	7	11	2	9.09%	1	1	4	18.18%	9	40.91%	7	31.82%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	6	20	N	10	50.00%	10	50.00%	1	5.00%	1	0	0	0.00%	0	0	0	0.00%	0	0	1	5.00%	0	1	0	0.00%	0	0	15	75.00%	6	9	3	15.00%	3	0	5	25.00%	4	20.00%	4	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	7	22	N	12	54.55%	10	45.45%	1	4.55%	0	1	0	0.00%	0	0	0	0.00%	0	0	1	4.55%	0	1	0	0.00%	0	0	19	86.36%	11	8	1	4.55%	1	0	3	13.64%	7	31.82%	8	36.36%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	8	11	N	2	18.18%	9	81.82%	3	27.27%	0	3	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	5	45.45%	2	3	3	27.27%	0	3	6	54.55%	1	9.09%	4	36.36%	0	0.00%	0	0.00%	N	N	N	N
20-21	4	Beltrami	4058	7	Schoolcraft Learning Community Chtr	10	Schoolcraft Learning Community Chtr	1 and 2	2	10	All Grades	193	N	91	47.15%	102	52.85%	19	9.84%	8	11	0	0.00%	0	0	0	0.00%	0	0	7	3.63%	4	3	0	0.00%	0	0	151	78.24%	71	80	16	8.29%	8	8	42	21.76%	63	32.64%	46	23.83%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	KG	17	N	10	58.82%	7	41.18%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	17	100.00%	10	7	0	0.00%	0	0	0	0.00%	4	23.53%	1	5.88%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	1	20	N	13	65.00%	7	35.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	20	100.00%	13	7	0	0.00%	0	0	0	0.00%	5	25.00%	4	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	2	15	N	6	40.00%	9	60.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	6.67%	1	0	0	0.00%	0	0	14	93.33%	5	9	0	0.00%	0	0	1	6.67%	4	26.67%	4	26.67%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	3	15	N	5	33.33%	10	66.67%	0	0.00%	0	0	1	6.67%	1	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	14	93.33%	4	10	0	0.00%	0	0	1	6.67%	8	53.33%	5	33.33%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	4	17	N	9	52.94%	8	47.06%	1	5.88%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	16	94.12%	9	7	0	0.00%	0	0	1	5.88%	7	41.18%	2	11.76%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	5	18	N	8	44.44%	10	55.56%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	5.56%	0	1	17	94.44%	8	9	0	0.00%	0	0	1	5.56%									Y	Y	Y	Y
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	6	13	N	3	23.08%	10	76.92%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	12	92.31%	2	10	1	7.69%	1	0	1	7.69%									Y	Y	Y	Y
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	7	11	N	6	54.55%	5	45.45%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	11	100.00%	6	5	0	0.00%	0	0	0	0.00%	5	45.45%	1	9.09%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	8	11	N	5	45.45%	6	54.55%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	11	100.00%	5	6	0	0.00%	0	0	0	0.00%	4	36.36%	2	18.18%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	10	Crosslake Community Charter School		5	10	All Grades	137	N	65	47.45%	72	52.55%	1	0.73%	0	1	1	0.73%	1	0	0	0.00%	0	0	1	0.73%	1	0	1	0.73%	0	1	132	96.35%	62	70	1	0.73%	1	0	5	3.65%	53	38.69%	27	19.71%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	5	4	Y	1	25.00%	3	75.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	100.00%	1	3	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	6	8	Y	3	37.50%	5	62.50%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	7	87.50%	3	4	1	12.50%	0	1	1	12.50%									Y	Y	Y	Y
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	7	14	N	7	50.00%	7	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	14.29%	1	1	0	0.00%	0	0	12	85.71%	6	6	0	0.00%	0	0	2	14.29%	5	35.71%	3	21.43%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	8	14	N	10	71.43%	4	28.57%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	14.29%	2	0	0	0.00%	0	0	11	78.57%	7	4	1	7.14%	1	0	3	21.43%	1	7.14%	1	7.14%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	9	36	N	22	61.11%	14	38.89%	0	0.00%	0	0	1	2.78%	1	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	34	94.44%	21	13	1	2.78%	0	1	2	5.56%	10	27.78%	8	22.22%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	10	37	N	16	43.24%	21	56.76%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	37	100.00%	16	21	0	0.00%	0	0	0	0.00%	6	16.22%	10	27.03%	0	0.00%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	11	39	N	22	56.41%	17	43.59%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	5.13%	1	1	37	94.87%	21	16	0	0.00%	0	0	2	5.13%	13	33.33%	6	15.38%	1	2.56%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	12	66	N	40	60.61%	26	39.39%	2	3.03%	2	0	0	0.00%	0	0	0	0.00%	0	0	2	3.03%	1	1	3	4.55%	2	1	56	84.85%	32	24	3	4.55%	3	0	10	15.15%	12	18.18%	20	30.30%	3	4.55%	0	0.00%	N	N	N	N
20-21	18	Crow Wing	4059	7	Crosslake Community Charter School	20	Crosslake Community High School		5	46	All Grades	218	N	121	55.50%	97	44.50%	2	0.92%	2	0	1	0.46%	1	0	0	0.00%	0	0	6	2.75%	4	2	5	2.29%	3	2	198	90.83%	107	91	6	2.75%	4	2	20	9.17%	54	24.77%	51	23.39%	4	1.83%	0	0.00%	N	N	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	PK	7	Y	5	71.43%	2	28.57%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	85.71%	5	1	1	14.29%	0	1	1	14.29%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	KG	9	Y	3	33.33%	6	66.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	11.11%	0	1	1	11.11%	0	1	7	77.78%	3	4	0	0.00%	0	0	2	22.22%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	1	8	Y	6	75.00%	2	25.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	12.50%	1	0	2	25.00%	2	0	3	37.50%	1	2	2	25.00%	2	0	5	62.50%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	2	8	Y	5	62.50%	3	37.50%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	25.00%	2	0	1	12.50%	1	0	4	50.00%	2	2	1	12.50%	0	1	4	50.00%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	3	9	Y	6	66.67%	3	33.33%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	22.22%	2	0	1	11.11%	1	0	6	66.67%	3	3	0	0.00%	0	0	3	33.33%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	4	9	Y	3	33.33%	6	66.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	11.11%	0	1	6	66.67%	2	4	2	22.22%	1	1	3	33.33%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	5	7	Y	4	57.14%	3	42.86%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	85.71%	3	3	1	14.29%	1	0	1	14.29%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	6	8	Y	3	37.50%	5	62.50%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	37.50%	1	2	5	62.50%	2	3	5	62.50%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	10	Riverway Learning Community Charter	10	10	10	All Grades	65	N	35	53.85%	30	46.15%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	9.23%	5	1	6	9.23%	4	2	41	63.08%	20	21	12	18.46%	6	6	24	36.92%	42	64.62%	13	20.00%	1	1.54%	0	0.00%	N	N	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	7	10	N	0	0.00%	10	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	7	70.00%	0	7	3	30.00%	0	3	3	30.00%	7	70.00%	5	50.00%					N	N	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	8	10	N	6	60.00%	4	40.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	10.00%	0	1	1	10.00%	1	0	8	80.00%	5	3	0	0.00%	0	0	2	20.00%		>=90%	7	70.00%	0	0.00%	0	0.00%	Y	N	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	9	10	N	7	70.00%	3	30.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	20.00%	1	1	7	70.00%	5	2	1	10.00%	1	0	3	30.00%	8	80.00%	2	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	10	10	N	6	60.00%	4	40.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	10.00%	0	1	0	0.00%	0	0	8	80.00%	5	3	1	10.00%	1	0	2	20.00%	5	50.00%			0	0.00%	0	0.00%	N	Y	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	11	8	Y	2	25.00%	6	75.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	12.50%	0	1	7	87.50%	2	5	0	0.00%	0	0	1	12.50%									Y	Y	Y	Y
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	12	11	N	5	45.45%	6	54.55%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	10	90.91%	4	6	1	9.09%	1	0	1	9.09%	5	45.45%	5	45.45%	0	0.00%	0	0.00%	N	N	N	N
20-21	85	Winona	4064	7	Riverway Learning Community Charter	20	Riverway Secondary	10	10	33	All Grades	59	N	26	44.07%	33	55.93%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	3.39%	0	2	4	6.78%	2	2	47	79.66%	21	26	6	10.17%	3	3	12	20.34%	39	66.10%	23	38.98%	0	0.00%	0	0.00%	N	N	N	N
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	6	3	Y	1	33.33%	2	66.67%	1	33.33%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	33.33%	0	1	1	33.33%	1	0	0	0.00%	0	0	2	66.67%									Y	Y	Y	Y
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	7	3	Y	0	0.00%	3	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	33.33%	0	1	2	66.67%	0	2	0	0.00%	0	0	1	33.33%									Y	Y	Y	Y
